Month,Region,Provider_Group,Service_Category,Members,ER_Visits_per_1000,Admissions_per_1000,Avg_Cost_per_Admission,Specialty_Rx_Spend_PMPM,Generic_Dispensing_Rate,Mail_Order_Rate,Imaging_Util_per_1000,SNF_Days_per_1000,Outpatient_Site_of_Care_Index,Leakage_Rate,PMPM,Expected_Driver,Scenario_Type
2024-12-01,Central,Delta Care Network,Pharmacy,12547,167.5,49.1,19973.67,136.44,0.776,0.236,101.7,27.0,0.999,0.074,236.05,pharmacy_mix_shift,pharmacy_mix_shift
2024-12-01,Central,Delta Care Network,Post-Acute,12547,168.5,50.5,18932.44,99.53,0.809,0.205,97.2,31.8,0.992,0.074,152.75,post_acute_spike,post_acute_spike
2024-12-01,Central,Delta Care Network,Outpatient,12547,162.7,51.5,18919.72,99.11,0.806,0.192,107.4,27.9,1.18,0.077,239.01,site_of_care_shift,site_of_care_shift
2024-12-01,East,Alpha IPA,Medical,11609,177.8,53.1,18846.17,96.58,0.815,0.202,97.1,25.1,0.995,0.086,604.64,utilization_increase,utilization_increase
2024-12-01,East,Alpha IPA,Pharmacy,11609,157.3,49.1,18312.39,123.93,0.768,0.239,94.1,24.5,1.015,0.082,217.9,pharmacy_mix_shift,pharmacy_mix_shift
2024-12-01,East,Alpha IPA,Post-Acute,11609,159.3,48.2,19319.73,99.12,0.825,0.2,97.8,29.7,0.988,0.087,146.9,post_acute_spike,post_acute_spike
2024-12-01,East,Alpha IPA,Outpatient,11609,155.3,48.6,18506.89,99.93,0.816,0.206,98.8,25.2,1.18,0.088,233.0,site_of_care_shift,site_of_care_shift
2024-12-01,East,Beacon Medical Group,Medical,11978,155.3,50.7,22183.49,101.97,0.821,0.198,99.3,26.1,0.997,0.089,619.45,unit_cost_inflation,unit_cost_inflation
2024-12-01,East,Beacon Medical Group,Pharmacy,11978,166.1,50.0,19236.39,126.8,0.769,0.236,101.8,25.9,1.0,0.085,229.2,pharmacy_mix_shift,pharmacy_mix_shift
2024-12-01,East,Beacon Medical Group,Post-Acute,11978,166.8,49.6,19214.34,98.25,0.817,0.202,104.6,26.1,0.989,0.139,150.07,leakage_network,leakage_network
2024-12-01,East,Beacon Medical Group,Outpatient,11978,158.1,51.1,19588.98,100.66,0.822,0.204,106.2,26.1,0.987,0.133,240.35,leakage_network,leakage_network
2024-12-01,East,Crest Health Partners,Medical,12679,184.5,56.8,19366.52,102.82,0.822,0.199,100.7,26.6,0.995,0.086,607.55,utilization_increase,utilization_increase
2024-12-01,East,Crest Health Partners,Pharmacy,12679,165.0,51.9,19631.78,128.04,0.762,0.231,105.7,26.6,0.995,0.086,229.6,pharmacy_mix_shift,pharmacy_mix_shift
2024-12-01,East,Crest Health Partners,Post-Acute,12679,166.8,49.0,19510.96,107.11,0.812,0.201,103.3,32.1,1.002,0.09,153.82,post_acute_spike,post_acute_spike
2024-12-01,East,Crest Health Partners,Outpatient,12679,171.1,50.9,19344.96,100.33,0.809,0.202,110.2,26.7,1.18,0.083,242.39,site_of_care_shift,site_of_care_shift
2024-12-01,East,Delta Care Network,Medical,13195,173.9,54.9,23427.81,106.01,0.818,0.202,103.7,25.6,0.989,0.085,651.57,unit_cost_inflation,unit_cost_inflation
2024-12-01,East,Delta Care Network,Pharmacy,13195,164.1,52.5,19654.47,129.37,0.766,0.23,104.2,27.9,0.981,0.077,223.63,pharmacy_mix_shift,pharmacy_mix_shift
2024-12-01,East,Delta Care Network,Post-Acute,13195,170.4,53.0,19588.31,101.71,0.818,0.199,110.7,26.7,0.999,0.145,151.5,leakage_network,leakage_network
2024-12-01,East,Delta Care Network,Outpatient,13195,172.2,53.3,19969.42,104.72,0.819,0.201,104.3,27.3,1.02,0.13,235.01,leakage_network,leakage_network
2025-01-01,West,Alpha IPA,Medical,9099,155.6,45.9,17784.35,93.72,0.812,0.2,94.5,21.1,1.018,0.071,565.95,utilization_increase,utilization_increase
2025-01-01,West,Alpha IPA,Pharmacy,9099,138.8,43.1,17907.33,111.89,0.764,0.236,87.6,20.5,1.01,0.074,208.84,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,West,Alpha IPA,Post-Acute,9099,140.8,40.5,17231.36,90.31,0.816,0.198,85.9,24.3,1.005,0.062,132.76,post_acute_spike,post_acute_spike
2025-01-01,West,Alpha IPA,Outpatient,9099,132.5,42.5,16959.18,90.08,0.824,0.209,82.6,21.3,1.18,0.065,217.2,site_of_care_shift,site_of_care_shift
2025-01-01,West,Beacon Medical Group,Medical,9697,148.9,44.2,20399.13,93.76,0.805,0.199,87.5,21.9,0.998,0.069,582.09,unit_cost_inflation,unit_cost_inflation
2025-01-01,West,Beacon Medical Group,Pharmacy,9697,144.1,44.1,17844.8,116.85,0.768,0.235,88.3,21.7,1.012,0.066,223.25,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,West,Beacon Medical Group,Post-Acute,9697,138.6,43.1,17514.94,97.47,0.813,0.2,88.9,21.9,0.997,0.119,127.74,leakage_network,leakage_network
2025-01-01,West,Beacon Medical Group,Outpatient,9697,144.2,43.5,18111.57,95.27,0.815,0.205,86.7,22.6,0.994,0.105,216.94,leakage_network,leakage_network
2025-01-01,West,Crest Health Partners,Medical,10124,169.5,51.5,17875.38,96.62,0.813,0.203,92.7,23.3,1.003,0.067,592.15,utilization_increase,utilization_increase
2025-01-01,West,Crest Health Partners,Pharmacy,10124,154.9,44.3,17549.43,121.92,0.764,0.231,93.7,22.1,0.997,0.07,226.23,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,West,Crest Health Partners,Post-Acute,10124,148.1,43.5,17741.24,94.35,0.81,0.196,93.9,28.4,0.996,0.071,146.4,post_acute_spike,post_acute_spike
2025-01-01,West,Crest Health Partners,Outpatient,10124,150.4,45.7,17318.26,93.4,0.819,0.2,92.1,23.4,1.18,0.076,232.75,site_of_care_shift,site_of_care_shift
2025-01-01,West,Delta Care Network,Medical,10590,151.5,46.3,20352.09,95.18,0.809,0.203,94.5,24.1,1.014,0.07,606.48,unit_cost_inflation,unit_cost_inflation
2025-01-01,West,Delta Care Network,Pharmacy,10590,152.9,44.9,18231.38,121.69,0.769,0.228,93.1,23.2,0.996,0.073,221.98,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,West,Delta Care Network,Post-Acute,10590,156.7,46.1,18760.76,92.59,0.809,0.197,94.0,24.6,0.994,0.118,145.73,leakage_network,leakage_network
2025-01-01,West,Delta Care Network,Outpatient,10590,154.3,45.9,18239.97,92.64,0.813,0.207,94.3,22.7,1.012,0.108,231.39,leakage_network,leakage_network
2025-01-01,South,Alpha IPA,Medical,9912,146.2,42.2,21618.75,93.97,0.814,0.206,94.1,23.5,0.993,0.076,577.45,unit_cost_inflation,unit_cost_inflation
2025-01-01,South,Alpha IPA,Pharmacy,9912,148.7,44.0,18034.3,118.57,0.765,0.229,94.4,23.7,0.994,0.077,218.58,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,South,Alpha IPA,Post-Acute,9912,146.0,42.2,17559.52,91.05,0.805,0.208,93.1,22.2,0.978,0.118,139.99,leakage_network,leakage_network
2025-01-01,South,Alpha IPA,Outpatient,9912,153.9,43.2,18209.14,91.8,0.816,0.207,91.0,21.5,1.014,0.115,227.2,leakage_network,leakage_network
2025-01-01,South,Beacon Medical Group,Medical,10632,167.9,51.9,18332.09,96.09,0.817,0.2,94.0,22.6,1.01,0.074,583.23,utilization_increase,utilization_increase
2025-01-01,South,Beacon Medical Group,Pharmacy,10632,143.3,43.4,18435.39,117.92,0.768,0.233,93.8,23.4,1.002,0.064,214.4,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,South,Beacon Medical Group,Post-Acute,10632,151.7,47.5,18755.94,91.59,0.814,0.196,98.6,29.3,1.004,0.076,152.67,post_acute_spike,post_acute_spike
2025-01-01,South,Beacon Medical Group,Outpatient,10632,154.8,46.9,18387.0,94.13,0.82,0.205,93.4,22.6,1.18,0.082,226.14,site_of_care_shift,site_of_care_shift
2025-01-01,South,Crest Health Partners,Medical,10795,155.4,47.6,21336.22,101.71,0.818,0.204,101.3,23.4,0.999,0.07,605.15,unit_cost_inflation,unit_cost_inflation
2025-01-01,South,Crest Health Partners,Pharmacy,10795,148.0,47.9,18676.0,123.27,0.765,0.235,92.6,24.0,1.007,0.068,223.71,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,South,Crest Health Partners,Post-Acute,10795,147.3,46.9,18200.98,100.58,0.81,0.195,96.4,23.4,0.985,0.127,137.26,leakage_network,leakage_network
2025-01-01,South,Crest Health Partners,Outpatient,10795,149.9,46.3,18790.67,100.24,0.822,0.201,88.7,24.2,1.015,0.12,222.58,leakage_network,leakage_network
2025-01-01,South,Delta Care Network,Medical,11546,174.7,52.7,19430.14,95.46,0.81,0.206,96.7,23.4,1.015,0.077,605.61,utilization_increase,utilization_increase
2025-01-01,South,Delta Care Network,Pharmacy,11546,153.4,51.0,18842.66,131.19,0.77,0.23,96.5,26.0,1.015,0.067,229.59,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,South,Delta Care Network,Post-Acute,11546,157.5,47.3,18928.52,95.63,0.814,0.199,96.5,29.9,0.99,0.081,151.45,post_acute_spike,post_acute_spike
2025-01-01,South,Delta Care Network,Outpatient,11546,165.2,48.3,18685.36,103.4,0.813,0.201,100.2,23.4,1.18,0.077,241.42,site_of_care_shift,site_of_care_shift
2025-01-01,Central,Alpha IPA,Medical,10615,179.2,50.5,18141.2,101.27,0.808,0.196,97.7,25.0,1.002,0.084,572.32,utilization_increase,utilization_increase
2025-01-01,Central,Alpha IPA,Pharmacy,10615,150.0,43.8,18634.12,117.93,0.76,0.234,99.2,23.2,1.006,0.082,215.32,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,Central,Alpha IPA,Post-Acute,10615,147.6,46.7,18583.93,98.24,0.818,0.197,98.1,28.5,0.995,0.079,144.27,post_acute_spike,post_acute_spike
2025-01-01,Central,Alpha IPA,Outpatient,10615,155.6,44.3,18101.95,95.18,0.824,0.206,91.1,24.8,1.18,0.075,215.63,site_of_care_shift,site_of_care_shift
2025-01-01,Central,Beacon Medical Group,Medical,11174,155.7,48.8,22245.76,95.82,0.825,0.193,96.9,23.8,1.012,0.085,627.19,unit_cost_inflation,unit_cost_inflation
2025-01-01,Central,Beacon Medical Group,Pharmacy,11174,150.6,48.5,18852.71,120.09,0.756,0.236,97.5,22.9,0.998,0.081,217.98,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,Central,Beacon Medical Group,Post-Acute,11174,149.8,49.8,19001.27,97.16,0.815,0.203,94.6,24.5,0.987,0.13,143.14,leakage_network,leakage_network
2025-01-01,Central,Beacon Medical Group,Outpatient,11174,151.5,49.5,18717.77,98.52,0.806,0.2,99.4,24.4,0.978,0.121,232.59,leakage_network,leakage_network
2025-01-01,Central,Crest Health Partners,Medical,11690,179.4,50.9,18700.97,97.26,0.82,0.191,98.7,26.4,1.0,0.084,582.51,utilization_increase,utilization_increase
2025-01-01,Central,Crest Health Partners,Pharmacy,11690,153.6,50.7,19030.36,128.33,0.76,0.232,96.6,26.2,1.027,0.082,222.22,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,Central,Crest Health Partners,Post-Acute,11690,149.9,47.0,19466.46,97.43,0.814,0.205,104.4,30.3,0.996,0.08,148.35,post_acute_spike,post_acute_spike
2025-01-01,Central,Crest Health Partners,Outpatient,11690,157.7,49.5,19055.59,105.33,0.818,0.207,96.8,25.5,1.18,0.082,235.78,site_of_care_shift,site_of_care_shift
2025-01-01,Central,Delta Care Network,Medical,12272,164.2,53.4,22884.94,104.94,0.82,0.209,97.7,27.2,0.99,0.078,652.09,unit_cost_inflation,unit_cost_inflation
2025-01-01,Central,Delta Care Network,Pharmacy,12272,168.9,49.1,19146.24,130.87,0.765,0.235,112.3,26.2,0.993,0.075,225.58,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,Central,Delta Care Network,Post-Acute,12272,160.2,51.1,19435.61,100.84,0.826,0.199,101.6,26.4,1.009,0.135,153.83,leakage_network,leakage_network
2025-01-01,Central,Delta Care Network,Outpatient,12272,168.2,49.7,19575.42,104.26,0.824,0.195,99.3,26.6,0.973,0.122,235.55,leakage_network,leakage_network
2025-01-01,East,Alpha IPA,Medical,11185,156.3,46.7,21684.5,97.77,0.813,0.199,99.2,24.3,1.019,0.083,608.11,unit_cost_inflation,unit_cost_inflation
2025-01-01,East,Alpha IPA,Pharmacy,11185,155.7,47.3,18338.69,121.69,0.76,0.233,103.2,22.8,0.995,0.08,218.28,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,East,Alpha IPA,Post-Acute,11185,162.3,47.5,18835.74,102.64,0.818,0.199,100.5,23.8,1.004,0.137,140.99,leakage_network,leakage_network
2025-01-01,East,Alpha IPA,Outpatient,11185,158.7,47.9,19013.4,101.08,0.818,0.201,102.8,23.7,0.987,0.112,233.51,leakage_network,leakage_network
2025-01-01,East,Beacon Medical Group,Medical,12030,180.9,55.0,18558.63,99.38,0.818,0.198,103.2,24.8,1.0,0.087,613.73,utilization_increase,utilization_increase
2025-01-01,East,Beacon Medical Group,Pharmacy,12030,162.4,48.5,19012.59,131.32,0.761,0.231,100.8,25.3,0.99,0.078,230.06,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,East,Beacon Medical Group,Post-Acute,12030,165.9,47.3,19260.68,103.71,0.819,0.2,99.2,31.1,1.002,0.085,152.03,post_acute_spike,post_acute_spike
2025-01-01,East,Beacon Medical Group,Outpatient,12030,157.7,50.0,19291.26,101.5,0.817,0.209,100.1,26.7,1.18,0.089,241.96,site_of_care_shift,site_of_care_shift
2025-01-01,East,Crest Health Partners,Medical,12361,172.6,51.6,22256.71,102.06,0.822,0.206,100.8,26.1,1.002,0.083,648.95,unit_cost_inflation,unit_cost_inflation
2025-01-01,East,Crest Health Partners,Pharmacy,12361,166.9,50.9,19807.26,130.67,0.771,0.225,102.6,27.2,1.016,0.082,222.5,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,East,Crest Health Partners,Post-Acute,12361,168.3,50.3,19369.43,105.19,0.813,0.194,100.1,26.2,0.981,0.134,147.13,leakage_network,leakage_network
2025-01-01,East,Crest Health Partners,Outpatient,12361,172.6,53.6,19132.54,103.64,0.811,0.201,109.4,25.7,0.997,0.121,245.72,leakage_network,leakage_network
2025-01-01,East,Delta Care Network,Medical,13037,178.9,57.2,19736.23,103.35,0.82,0.207,101.8,29.1,0.986,0.09,631.25,utilization_increase,utilization_increase
2025-01-01,East,Delta Care Network,Pharmacy,13037,168.0,52.0,19739.95,135.07,0.761,0.231,103.7,25.8,0.992,0.08,228.91,pharmacy_mix_shift,pharmacy_mix_shift
2025-01-01,East,Delta Care Network,Post-Acute,13037,171.7,52.6,20342.3,99.47,0.818,0.202,108.4,33.8,0.998,0.086,156.16,post_acute_spike,post_acute_spike
2025-01-01,East,Delta Care Network,Outpatient,13037,172.5,50.2,19983.05,104.94,0.814,0.201,105.5,28.3,1.18,0.09,239.42,site_of_care_shift,site_of_care_shift
2025-02-01,West,Alpha IPA,Medical,9214,142.7,40.9,19861.24,90.84,0.818,0.197,85.8,21.6,1.0,0.076,563.54,unit_cost_inflation,unit_cost_inflation
2025-02-01,West,Alpha IPA,Pharmacy,9214,149.4,40.2,16891.25,116.29,0.758,0.233,87.8,20.8,0.992,0.072,215.63,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,West,Alpha IPA,Post-Acute,9214,144.4,41.8,17210.61,86.78,0.813,0.198,84.0,21.5,0.982,0.126,140.89,leakage_network,leakage_network
2025-02-01,West,Alpha IPA,Outpatient,9214,139.8,40.8,17729.31,90.99,0.811,0.204,83.0,19.4,0.989,0.111,217.05,leakage_network,leakage_network
2025-02-01,West,Beacon Medical Group,Medical,9628,168.9,46.6,17972.4,92.72,0.809,0.205,89.8,21.2,1.0,0.069,575.95,utilization_increase,utilization_increase
2025-02-01,West,Beacon Medical Group,Pharmacy,9628,142.3,41.9,17822.43,116.47,0.759,0.232,92.2,22.0,0.995,0.068,220.14,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,West,Beacon Medical Group,Post-Acute,9628,134.4,44.5,17237.8,89.46,0.811,0.212,95.0,27.5,1.004,0.063,145.2,post_acute_spike,post_acute_spike
2025-02-01,West,Beacon Medical Group,Outpatient,9628,141.8,42.5,17846.44,91.82,0.818,0.195,90.2,20.9,1.18,0.071,223.36,site_of_care_shift,site_of_care_shift
2025-02-01,West,Crest Health Partners,Medical,10092,147.2,44.2,20832.24,94.61,0.81,0.203,91.2,22.0,1.016,0.072,592.54,unit_cost_inflation,unit_cost_inflation
2025-02-01,West,Crest Health Partners,Pharmacy,10092,148.6,43.8,17968.97,120.58,0.758,0.235,90.5,22.2,0.994,0.082,217.73,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,West,Crest Health Partners,Post-Acute,10092,139.7,43.1,18327.79,98.34,0.811,0.208,94.2,22.4,0.997,0.121,145.27,leakage_network,leakage_network
2025-02-01,West,Crest Health Partners,Outpatient,10092,149.6,44.2,18047.74,99.95,0.815,0.206,93.6,22.9,1.001,0.114,230.67,leakage_network,leakage_network
2025-02-01,West,Delta Care Network,Medical,10870,174.5,50.2,18515.67,96.83,0.812,0.214,89.4,24.4,0.991,0.071,613.15,utilization_increase,utilization_increase
2025-02-01,West,Delta Care Network,Pharmacy,10870,148.2,45.6,18394.75,121.45,0.768,0.231,96.0,22.1,0.982,0.069,213.76,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,West,Delta Care Network,Post-Acute,10870,158.1,44.7,18088.69,98.03,0.811,0.197,100.1,27.3,0.998,0.069,147.21,post_acute_spike,post_acute_spike
2025-02-01,West,Delta Care Network,Outpatient,10870,153.8,45.5,18302.25,96.43,0.818,0.198,100.1,22.6,1.18,0.065,231.94,site_of_care_shift,site_of_care_shift
2025-02-01,South,Alpha IPA,Medical,9573,162.0,47.9,17656.31,95.74,0.81,0.199,90.8,23.2,1.002,0.075,569.01,utilization_increase,utilization_increase
2025-02-01,South,Alpha IPA,Pharmacy,9573,141.4,42.5,18342.06,122.02,0.76,0.231,89.5,21.3,1.005,0.074,231.48,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,South,Alpha IPA,Post-Acute,9573,151.0,45.6,18151.41,92.94,0.817,0.202,96.9,27.6,1.003,0.076,151.65,post_acute_spike,post_acute_spike
2025-02-01,South,Alpha IPA,Outpatient,9573,140.3,46.2,17894.15,90.48,0.81,0.196,94.0,21.2,1.18,0.08,229.52,site_of_care_shift,site_of_care_shift
2025-02-01,South,Beacon Medical Group,Medical,10575,148.9,43.9,21034.85,102.44,0.818,0.202,92.2,23.0,1.001,0.073,599.28,unit_cost_inflation,unit_cost_inflation
2025-02-01,South,Beacon Medical Group,Pharmacy,10575,146.2,44.3,18361.06,119.14,0.768,0.233,88.5,23.1,0.983,0.078,217.9,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,South,Beacon Medical Group,Post-Acute,10575,157.4,46.8,17931.79,90.95,0.81,0.198,99.5,23.0,1.009,0.124,143.51,leakage_network,leakage_network
2025-02-01,South,Beacon Medical Group,Outpatient,10575,149.9,46.8,18343.49,93.36,0.822,0.202,92.6,20.2,1.006,0.115,227.14,leakage_network,leakage_network
2025-02-01,South,Crest Health Partners,Medical,10813,172.9,51.2,18688.95,99.6,0.813,0.207,95.8,23.3,1.002,0.07,603.56,utilization_increase,utilization_increase
2025-02-01,South,Crest Health Partners,Pharmacy,10813,147.8,45.8,17944.39,124.88,0.772,0.233,97.9,26.2,1.004,0.072,220.82,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,South,Crest Health Partners,Post-Acute,10813,154.0,46.2,18382.57,100.46,0.819,0.196,93.5,28.5,1.006,0.08,157.12,post_acute_spike,post_acute_spike
2025-02-01,South,Crest Health Partners,Outpatient,10813,152.1,46.5,18726.57,96.29,0.813,0.201,88.1,23.9,1.18,0.08,226.76,site_of_care_shift,site_of_care_shift
2025-02-01,South,Delta Care Network,Medical,11638,153.0,48.2,21138.3,96.97,0.817,0.202,100.8,22.6,0.998,0.073,621.35,unit_cost_inflation,unit_cost_inflation
2025-02-01,South,Delta Care Network,Pharmacy,11638,160.7,49.3,19312.42,126.82,0.771,0.229,94.8,25.4,0.985,0.077,225.91,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,South,Delta Care Network,Post-Acute,11638,162.3,48.4,18866.81,101.27,0.811,0.2,99.4,24.6,0.996,0.125,153.6,leakage_network,leakage_network
2025-02-01,South,Delta Care Network,Outpatient,11638,156.2,47.9,18337.77,99.89,0.817,0.206,98.3,25.6,1.007,0.119,236.74,leakage_network,leakage_network
2025-02-01,Central,Alpha IPA,Medical,10362,151.3,44.4,21574.97,98.95,0.822,0.208,101.8,24.0,1.002,0.074,604.71,unit_cost_inflation,unit_cost_inflation
2025-02-01,Central,Alpha IPA,Pharmacy,10362,149.8,46.3,18416.35,125.67,0.764,0.237,87.8,23.6,1.012,0.087,228.19,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,Central,Alpha IPA,Post-Acute,10362,158.7,46.2,18400.86,98.32,0.814,0.2,94.5,22.3,1.005,0.13,141.47,leakage_network,leakage_network
2025-02-01,Central,Alpha IPA,Outpatient,10362,149.7,46.6,18634.13,94.17,0.808,0.207,91.9,23.9,1.016,0.126,229.82,leakage_network,leakage_network
2025-02-01,Central,Beacon Medical Group,Medical,11375,181.1,55.2,17999.68,97.84,0.818,0.202,101.7,24.2,1.001,0.079,606.39,utilization_increase,utilization_increase
2025-02-01,Central,Beacon Medical Group,Pharmacy,11375,153.8,47.8,18467.63,129.77,0.767,0.237,94.6,22.5,1.0,0.092,233.96,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,Central,Beacon Medical Group,Post-Acute,11375,153.8,48.0,18918.28,95.58,0.821,0.202,97.7,29.6,1.011,0.077,144.52,post_acute_spike,post_acute_spike
2025-02-01,Central,Beacon Medical Group,Outpatient,11375,157.3,45.0,18609.67,101.97,0.817,0.207,99.9,26.6,1.18,0.082,236.51,site_of_care_shift,site_of_care_shift
2025-02-01,Central,Crest Health Partners,Medical,11656,159.8,51.1,21855.28,104.52,0.817,0.203,101.6,25.3,1.004,0.079,630.13,unit_cost_inflation,unit_cost_inflation
2025-02-01,Central,Crest Health Partners,Pharmacy,11656,158.7,47.0,19252.58,125.33,0.763,0.236,102.5,23.2,0.999,0.082,224.81,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,Central,Crest Health Partners,Post-Acute,11656,165.4,48.0,18385.29,103.03,0.811,0.196,99.5,26.2,0.987,0.139,150.92,leakage_network,leakage_network
2025-02-01,Central,Crest Health Partners,Outpatient,11656,160.3,47.5,19012.48,100.67,0.807,0.214,98.5,24.5,1.01,0.127,238.0,leakage_network,leakage_network
2025-02-01,Central,Delta Care Network,Medical,12547,181.5,55.8,18735.59,105.25,0.806,0.2,102.0,26.2,0.997,0.086,625.52,utilization_increase,utilization_increase
2025-02-01,Central,Delta Care Network,Pharmacy,12547,166.6,49.0,19809.81,129.27,0.773,0.241,103.5,26.8,0.969,0.079,232.5,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,Central,Delta Care Network,Post-Acute,12547,167.7,49.0,19211.88,96.66,0.816,0.195,105.4,32.9,0.995,0.082,157.28,post_acute_spike,post_acute_spike
2025-02-01,Central,Delta Care Network,Outpatient,12547,165.0,49.1,19486.75,98.9,0.805,0.203,101.4,26.1,1.18,0.088,241.0,site_of_care_shift,site_of_care_shift
2025-02-01,East,Alpha IPA,Medical,11427,181.0,54.1,19022.81,101.11,0.818,0.196,94.6,24.5,0.998,0.087,617.45,utilization_increase,utilization_increase
2025-02-01,East,Alpha IPA,Pharmacy,11427,160.3,46.5,18846.78,123.71,0.766,0.225,101.0,23.1,0.996,0.089,224.07,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,East,Alpha IPA,Post-Acute,11427,151.4,47.2,18399.59,95.76,0.815,0.205,101.3,30.7,1.0,0.084,149.75,post_acute_spike,post_acute_spike
2025-02-01,East,Alpha IPA,Outpatient,11427,156.2,46.4,18596.45,100.22,0.813,0.215,96.0,24.5,1.18,0.083,233.16,site_of_care_shift,site_of_care_shift
2025-02-01,East,Beacon Medical Group,Medical,12146,165.4,49.0,22147.42,100.92,0.807,0.2,100.9,25.5,1.006,0.084,626.68,unit_cost_inflation,unit_cost_inflation
2025-02-01,East,Beacon Medical Group,Pharmacy,12146,155.1,50.1,18941.23,132.95,0.771,0.232,98.9,25.4,1.003,0.084,228.08,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,East,Beacon Medical Group,Post-Acute,12146,164.3,50.1,19046.11,97.86,0.816,0.2,102.6,25.6,0.981,0.135,153.32,leakage_network,leakage_network
2025-02-01,East,Beacon Medical Group,Outpatient,12146,164.5,49.6,18556.84,105.19,0.816,0.198,99.6,25.6,1.007,0.123,237.54,leakage_network,leakage_network
2025-02-01,East,Crest Health Partners,Medical,12594,184.5,53.4,19180.78,107.77,0.824,0.204,102.1,26.0,1.005,0.079,612.35,utilization_increase,utilization_increase
2025-02-01,East,Crest Health Partners,Pharmacy,12594,171.7,49.7,19225.29,133.16,0.765,0.23,104.2,26.8,1.02,0.084,230.93,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,East,Crest Health Partners,Post-Acute,12594,172.1,50.3,19052.69,104.63,0.819,0.204,103.7,30.2,0.999,0.09,148.4,post_acute_spike,post_acute_spike
2025-02-01,East,Crest Health Partners,Outpatient,12594,165.0,50.5,19240.69,104.62,0.816,0.205,101.1,24.6,1.18,0.083,247.81,site_of_care_shift,site_of_care_shift
2025-02-01,East,Delta Care Network,Medical,13381,177.5,54.9,22582.84,107.42,0.818,0.206,104.9,28.3,1.0,0.086,649.72,unit_cost_inflation,unit_cost_inflation
2025-02-01,East,Delta Care Network,Pharmacy,13381,172.6,52.2,19889.43,136.43,0.765,0.233,108.4,26.8,0.985,0.087,230.22,pharmacy_mix_shift,pharmacy_mix_shift
2025-02-01,East,Delta Care Network,Post-Acute,13381,164.7,51.3,19835.0,105.76,0.803,0.201,109.5,26.5,0.998,0.139,157.14,leakage_network,leakage_network
2025-02-01,East,Delta Care Network,Outpatient,13381,174.1,49.2,20270.06,107.59,0.826,0.2,100.7,27.0,0.997,0.128,239.93,leakage_network,leakage_network
2025-03-01,West,Alpha IPA,Medical,9249,158.5,46.9,17423.1,91.15,0.817,0.209,91.3,20.8,0.979,0.069,573.28,utilization_increase,utilization_increase
2025-03-01,West,Alpha IPA,Pharmacy,9249,139.5,41.2,17493.78,114.43,0.756,0.239,85.1,21.0,1.01,0.074,220.85,pharmacy_mix_shift,pharmacy_mix_shift
2025-03-01,West,Alpha IPA,Post-Acute,9249,141.2,42.9,17911.93,93.06,0.803,0.202,90.1,24.9,1.016,0.07,140.85,post_acute_spike,post_acute_spike
2025-03-01,West,Alpha IPA,Outpatient,9249,144.5,41.8,17552.88,94.25,0.805,0.203,90.5,21.1,1.18,0.064,222.57,site_of_care_shift,site_of_care_shift
2025-03-01,West,Beacon Medical Group,Medical,9665,147.1,44.5,20580.75,95.0,0.816,0.201,87.9,22.0,1.009,0.065,598.75,unit_cost_inflation,unit_cost_inflation
2025-03-01,West,Beacon Medical Group,Pharmacy,9665,143.0,44.0,17797.39,118.57,0.768,0.232,89.1,20.2,0.993,0.072,221.55,pharmacy_mix_shift,pharmacy_mix_shift
2025-03-01,West,Beacon Medical Group,Post-Acute,9665,146.4,44.2,18426.31,92.13,0.804,0.2,87.9,20.8,1.001,0.125,144.68,leakage_network,leakage_network
